,2026-03-31,2025-03-31,2024-12-31
Free Cash Flow,-41183000.0,-39548000.0,-34553000.0
Repayment Of Debt,-24000.0,-35000.0,
Issuance Of Capital Stock,,,7470000.0
Capital Expenditure,-148000.0,-927000.0,-265000.0
Interest Paid Supplemental Data,10000.0,2000.0,4000.0
Income Tax Paid Supplemental Data,30000.0,40000.0,170000.0
End Cash Position,39172000.0,58121000.0,62346000.0
Beginning Cash Position,44897000.0,62346000.0,42645000.0
Effect Of Exchange Rate Changes,24000.0,69000.0,30000.0
Changes In Cash,-5749000.0,-4294000.0,19671000.0
Financing Cash Flow,484000.0,200000.0,6819000.0
Cash Flow From Continuing Financing Activities,484000.0,200000.0,6819000.0
Net Other Financing Charges,-143000.0,,
Proceeds From Stock Option Exercised,651000.0,235000.0,357000.0
Net Preferred Stock Issuance,,,7470000.0
Preferred Stock Issuance,,,7470000.0
Net Issuance Payments Of Debt,-24000.0,-35000.0,
Net Long Term Debt Issuance,-24000.0,-35000.0,
Long Term Debt Payments,-24000.0,-35000.0,
Investing Cash Flow,34802000.0,34127000.0,47140000.0
Cash Flow From Continuing Investing Activities,34802000.0,34127000.0,47140000.0
Net Investment Purchase And Sale,34950000.0,35000000.0,47405000.0
Sale Of Investment,34950000.0,35000000.0,43326000.0
Purchase Of Investment,,,4079000.0
Net PPE Purchase And Sale,-148000.0,-873000.0,-265000.0
Sale Of PPE,0.0,54000.0,0.0
Purchase Of PPE,-148000.0,-927000.0,-265000.0
Operating Cash Flow,-41035000.0,-38621000.0,-34288000.0
Cash Flow From Continuing Operating Activities,-41035000.0,-38621000.0,-34288000.0
Change In Working Capital,-7190000.0,-5284000.0,-2543000.0
Change In Other Current Liabilities,-1225000.0,-1065000.0,-2146000.0
Change In Other Current Assets,-1686000.0,-2008000.0,1828000.0
Change In Payables And Accrued Expense,-4282000.0,-2829000.0,-991000.0
Change In Accrued Expense,-4766000.0,-3542000.0,-1698000.0
Change In Payable,484000.0,713000.0,707000.0
Change In Account Payable,484000.0,713000.0,707000.0
Change In Prepaid Assets,3000.0,618000.0,-1234000.0
Other Non Cash Items,988000.0,-4624000.0,2482000.0
Stock Based Compensation,2587000.0,2989000.0,2664000.0
Asset Impairment Charge,0.0,5440000.0,
Amortization Of Securities,-296000.0,-501000.0,-2256000.0
Depreciation Amortization Depletion,1171000.0,1299000.0,1293000.0
Depreciation And Amortization,1171000.0,1299000.0,1293000.0
Operating Gains Losses,-33000.0,495000.0,
Gain Loss On Sale Of PPE,-33000.0,495000.0,4000.0
Net Income From Continuing Operations,-38262000.0,-38435000.0,-35932000.0
