,2026-03-31,2025-12-31,2025-09-30,2025-06-30
Free Cash Flow,-132039.0,-36994.0,-296592.0,-3473.0
Repayment Of Debt,,0.0,,
Issuance Of Debt,,0.0,60000.0,120000.0
Issuance Of Capital Stock,,0.0,,
End Cash Position,1097917.0,1229956.0,1266950.0,8273.0
Beginning Cash Position,1299956.0,1266950.0,8273.0,0.0
Changes In Cash,-202039.0,-36994.0,1258677.0,8273.0
Financing Cash Flow,,0.0,174917769.0,11746.0
Cash Flow From Continuing Financing Activities,,0.0,174917769.0,11746.0
Net Other Financing Charges,,0.0,-1918404.0,-108254.0
Net Common Stock Issuance,,0.0,,
Common Stock Issuance,,0.0,,
Net Issuance Payments Of Debt,,0.0,-163827.0,120000.0
Net Short Term Debt Issuance,,0.0,60000.0,120000.0
Short Term Debt Issuance,,0.0,60000.0,120000.0
Net Long Term Debt Issuance,,0.0,,
Long Term Debt Payments,,0.0,,
Investing Cash Flow,,0.0,,
Cash Flow From Continuing Investing Activities,,0.0,,
Net Investment Purchase And Sale,,0.0,,
Purchase Of Investment,,0.0,,
Operating Cash Flow,-132039.0,-36994.0,-296592.0,-3473.0
Cash Flow From Continuing Operating Activities,-132039.0,-36994.0,-296592.0,-3473.0
Change In Working Capital,55081.0,154148.0,-29400.0,21198.0
Change In Payables And Accrued Expense,100706.0,113523.0,122898.0,21198.0
Change In Accrued Expense,28780.0,-1188.0,82748.0,8440.0
Change In Payable,71926.0,114711.0,40150.0,12758.0
Change In Account Payable,-18074.0,24711.0,-7245.0,12758.0
Change In Prepaid Assets,-45625.0,40625.0,,
Other Non Cash Items,-1573586.0,-1726307.0,-897501.0,52343.0
Net Income From Continuing Operations,1386466.0,1535165.0,630309.0,-77014.0
