,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Free Cash Flow,-2016622.0,-2087334.0,-1720994.0,-1700767.0,-2383298.0
Repayment Of Debt,,,0.0,0.0,
Issuance Of Capital Stock,0.0,3497825.0,220501.0,0.0,15210373.0
End Cash Position,10003683.0,12051748.0,10792172.0,12361690.0,13896650.0
Beginning Cash Position,12051748.0,10792172.0,12361690.0,13896650.0,1563502.0
Effect Of Exchange Rate Changes,-22463.0,-8509.0,-35007.0,165807.0,-56424.0
Changes In Cash,-2025602.0,1268085.0,-1534511.0,-1700767.0,12389572.0
Financing Cash Flow,-8980.0,3355419.0,186483.0,0.0,14772870.0
Cash Flow From Continuing Financing Activities,-8980.0,3355419.0,186483.0,0.0,14772870.0
Net Other Financing Charges,-8980.0,-142406.0,-34018.0,0.0,-414057.0
Proceeds From Stock Option Exercised,,,0.0,0.0,
Net Preferred Stock Issuance,0.0,0.0,0.0,0.0,8340000.0
Preferred Stock Issuance,0.0,0.0,0.0,0.0,8340000.0
Net Common Stock Issuance,0.0,3497825.0,220501.0,0.0,6870373.0
Common Stock Issuance,0.0,3497825.0,220501.0,0.0,6870373.0
Net Issuance Payments Of Debt,,,0.0,0.0,
Net Long Term Debt Issuance,,,,0.0,
Long Term Debt Payments,,,,0.0,
Operating Cash Flow,-2016622.0,-2087334.0,-1720994.0,-1700767.0,-2383298.0
Cash Flow From Continuing Operating Activities,-2016622.0,-2087334.0,-1720994.0,-1700767.0,-2383298.0
Change In Working Capital,1690985.0,-264987.0,77071.0,-154471.0,-884012.0
Change In Payables And Accrued Expense,1443516.0,-326452.0,402422.0,-261503.0,-886232.0
Change In Prepaid Assets,36124.0,-155922.0,34477.0,-3372.0,33091.0
Change In Receivables,211345.0,217387.0,-359828.0,110404.0,-30871.0
Stock Based Compensation,484853.0,399862.0,404425.0,177381.0,66653.0
Depreciation Amortization Depletion,25872.0,25460.0,25868.0,25787.0,24509.0
Depreciation And Amortization,25872.0,25460.0,25868.0,25787.0,24509.0
Net Income From Continuing Operations,-4218332.0,-2247669.0,-2228358.0,-1749464.0,-1590448.0
