,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Free Cash Flow,-19100000.0,-15223064.0,-11079000.0,-16390664.0
Repayment Of Debt,-302000.0,-466164.0,-149000.0,-184670.0
Issuance Of Debt,0.0,0.0,0.0,0.0
Issuance Of Capital Stock,0.0,1847511.0,0.0,66949301.0
Capital Expenditure,-2788000.0,-6340310.0,-4562000.0,-8153858.0
End Cash Position,48202000.0,65826830.0,66094000.0,77125859.0
Beginning Cash Position,65827000.0,79245000.0,77126000.0,30400000.0
Effect Of Exchange Rate Changes,197000.0,219060.0,335000.0,-1190470.0
Changes In Cash,-17822000.0,-13637355.0,-11367000.0,47915973.0
Financing Cash Flow,-309000.0,855403.0,-205000.0,64169221.0
Cash Flow From Continuing Financing Activities,-309000.0,855403.0,-205000.0,64169221.0
Net Other Financing Charges,-7000.0,-51944.0,-56000.0,-2475410.0
Proceeds From Stock Option Exercised,0.0,92000.0,0.0,0.0
Cash Dividends Paid,,0.0,0.0,0.0
Net Common Stock Issuance,0.0,1847511.0,0.0,66949301.0
Common Stock Issuance,0.0,1847511.0,0.0,66949301.0
Net Issuance Payments Of Debt,-302000.0,-466164.0,-149000.0,-184670.0
Net Long Term Debt Issuance,-302000.0,-466164.0,-149000.0,-184670.0
Long Term Debt Payments,-302000.0,-466164.0,-149000.0,-184670.0
Long Term Debt Issuance,0.0,0.0,0.0,0.0
Investing Cash Flow,-1201000.0,-5610004.0,-4645000.0,-8016442.0
Cash Flow From Continuing Investing Activities,-1201000.0,-5610004.0,-4645000.0,-8016442.0
Net Other Investing Changes,-108000.0,730306.0,-83000.0,137416.0
Dividends Received Cfi,0.0,0.0,0.0,0.0
Net Investment Purchase And Sale,0.0,0.0,0.0,0.0
Sale Of Investment,0.0,0.0,0.0,0.0
Purchase Of Investment,0.0,0.0,0.0,0.0
Net Business Purchase And Sale,0.0,0.0,0.0,0.0
Sale Of Business,0.0,0.0,0.0,0.0
Purchase Of Business,0.0,0.0,,0.0
Net PPE Purchase And Sale,-1093000.0,-5450599.0,-4562000.0,-1653858.0
Sale Of PPE,1695000.0,0.0,0.0,0.0
Purchase Of PPE,-2788000.0,-5450599.0,-4562000.0,-1653858.0
Cash Flowsfromusedin Operating Activities Direct,-16312000.0,-8882754.0,-6517000.0,-8236806.0
Taxes Refund Paid Direct,0.0,375.0,0.0,0.0
Interest Received Direct,388000.0,542039.0,645000.0,641970.0
Interest Paid Direct,-96000.0,-46895.0,-80000.0,-91143.0
Dividends Received Direct,0.0,0.0,0.0,0.0
Classesof Cash Payments,-17605000.0,-8632223.0,-7114000.0,-8787633.0
Other Cash Paymentsfrom Operating Activities,-9677000.0,-7986000.0,-2333000.0,-2811000.0
Paymentson Behalfof Employees,-7928000.0,-3490000.0,-4781000.0,-4913000.0
Classesof Cash Receiptsfrom Operating Activities,1001000.0,-745675.0,32000.0,0.0
Other Cash Receiptsfrom Operating Activities,975000.0,2072000.0,,
Receiptsfrom Customers,26000.0,28325.0,32000.0,0.0
