,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Free Cash Flow,13505000.0,-9700203.0,-16262000.0,-20189179.0
Repayment Of Debt,0.0,-112554.0,,
Issuance Of Debt,0.0,0.0,0.0,
Issuance Of Capital Stock,0.0,0.0,,
Capital Expenditure,-5000.0,-87657.0,-50085.0,-235915.0
End Cash Position,84277000.0,72747858.0,92451000.0,
Beginning Cash Position,72747000.0,83413000.0,,
Effect Of Exchange Rate Changes,,-872476.0,,
Changes In Cash,11530000.0,-9792881.0,,
Financing Cash Flow,-37000.0,-40554.0,,
Cash Flow From Continuing Financing Activities,-37000.0,-40554.0,,
Net Other Financing Charges,-37000.0,-44000.0,,
Proceeds From Stock Option Exercised,0.0,0.0,,0.0
Cash Dividends Paid,0.0,0.0,,
Common Stock Dividend Paid,0.0,,0.0,
Net Common Stock Issuance,0.0,0.0,0.0,
Common Stock Issuance,0.0,0.0,0.0,
Net Issuance Payments Of Debt,0.0,-112554.0,0.0,-118222.0
Net Long Term Debt Issuance,0.0,-112554.0,,-118222.0
Long Term Debt Payments,0.0,-112554.0,,-118222.0
Long Term Debt Issuance,0.0,0.0,,
Investing Cash Flow,20000.0,-139781.0,,-30406234.0
Cash Flow From Continuing Investing Activities,20000.0,-139781.0,,
Net Other Investing Changes,25000.0,-55000.0,,
Dividends Received Cfi,0.0,0.0,,
Net Investment Purchase And Sale,0.0,-52124.0,,
Sale Of Investment,0.0,-52124.0,,
Purchase Of Investment,0.0,0.0,,
Net Business Purchase And Sale,0.0,0.0,,0.0
Sale Of Business,0.0,0.0,0.0,0.0
Purchase Of Business,0.0,0.0,0.0,
Net Intangibles Purchase And Sale,0.0,0.0,,
Sale Of Intangibles,0.0,0.0,0.0,0.0
Purchase Of Intangibles,0.0,0.0,0.0,
Net PPE Purchase And Sale,-5000.0,-87657.0,,
Sale Of PPE,0.0,0.0,,
Purchase Of PPE,-5000.0,-87657.0,,
Cash Flowsfromusedin Operating Activities Direct,13510000.0,-9612546.0,,
Taxes Refund Paid Direct,0.0,0.0,,0.0
Interest Received Direct,352000.0,369570.0,,
Interest Paid Direct,-7000.0,-6976.0,,
Dividends Received Direct,0.0,0.0,,
Classesof Cash Payments,-15683000.0,-14562255.0,-17076000.0,
Other Cash Paymentsfrom Operating Activities,-1291000.0,-1878000.0,-984000.0,-1076000.0
Paymentson Behalfof Employees,-2627000.0,-2608000.0,,-2464000.0
Paymentsto Suppliersfor Goodsand Services,-11765000.0,-19083255.0,,
Classesof Cash Receiptsfrom Operating Activities,28848000.0,4587115.0,,74043.0
Receiptsfrom Government Grants,0.0,4582654.0,0.0,66405.0
Receiptsfrom Customers,28848000.0,4000.0,,
