,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,-4612000.0,-7682000.0,-7309000.0,-7651000.0,-8649000.0,
Repayment Of Debt,,,,,,0.0
Issuance Of Capital Stock,,39000.0,0.0,,,0.0
Capital Expenditure,-300000.0,,,,-320000.0,
Interest Paid Supplemental Data,7000.0,7000.0,8000.0,7000.0,7000.0,
End Cash Position,36223000.0,40992000.0,48698000.0,56125000.0,62483000.0,
Beginning Cash Position,40992000.0,48698000.0,56125000.0,62483000.0,69802000.0,
Effect Of Exchange Rate Changes,-157000.0,-63000.0,-418000.0,1427000.0,908000.0,
Changes In Cash,-4612000.0,-7643000.0,-7009000.0,-7785000.0,-8227000.0,
Financing Cash Flow,0.0,39000.0,0.0,-134000.0,422000.0,
Cash Flow From Continuing Financing Activities,0.0,39000.0,0.0,-134000.0,422000.0,
Net Other Financing Charges,,0.0,0.0,-134000.0,-65000.0,-40000.0
Proceeds From Stock Option Exercised,0.0,0.0,0.0,0.0,487000.0,
Net Common Stock Issuance,,39000.0,0.0,,,0.0
Common Stock Issuance,,39000.0,0.0,,,0.0
Net Issuance Payments Of Debt,,,,,,0.0
Net Long Term Debt Issuance,,,,,,0.0
Long Term Debt Payments,,,,,,0.0
Investing Cash Flow,-300000.0,0.0,300000.0,0.0,-320000.0,
Cash Flow From Continuing Investing Activities,-300000.0,0.0,300000.0,0.0,-320000.0,
Net Other Investing Changes,,0.0,,,,
Net Intangibles Purchase And Sale,-300000.0,0.0,0.0,0.0,-300000.0,
Purchase Of Intangibles,-300000.0,0.0,0.0,0.0,-300000.0,
Net PPE Purchase And Sale,0.0,0.0,0.0,0.0,-20000.0,
Purchase Of PPE,0.0,0.0,0.0,0.0,-20000.0,
Operating Cash Flow,-4312000.0,-7682000.0,-7309000.0,-7651000.0,-8329000.0,
Cash Flow From Continuing Operating Activities,-4312000.0,-7682000.0,-7309000.0,-7651000.0,-8329000.0,
Change In Working Capital,2161000.0,-2246000.0,400000.0,-843000.0,-514000.0,
Change In Other Current Liabilities,-201000.0,-194000.0,-188000.0,-191000.0,-170000.0,
Change In Payables And Accrued Expense,2186000.0,-1814000.0,-909000.0,-21000.0,-1028000.0,
Change In Accrued Expense,229000.0,-2261000.0,-673000.0,1930000.0,-1390000.0,
Change In Payable,1957000.0,447000.0,-236000.0,-1951000.0,362000.0,
Change In Account Payable,1957000.0,447000.0,-236000.0,-1951000.0,362000.0,
Change In Prepaid Assets,271000.0,235000.0,-164000.0,113000.0,-268000.0,
Change In Receivables,-95000.0,-473000.0,1661000.0,-744000.0,952000.0,
Other Non Cash Items,-19000.0,52000.0,-317000.0,18000.0,175000.0,
Stock Based Compensation,1605000.0,1543000.0,1712000.0,2065000.0,2278000.0,
Depreciation Amortization Depletion,305000.0,592000.0,-11000.0,298000.0,270000.0,
Depreciation And Amortization,305000.0,592000.0,-11000.0,298000.0,270000.0,
Amortization Cash Flow,127000.0,424000.0,-183000.0,118000.0,106000.0,
Amortization Of Intangibles,127000.0,424000.0,-183000.0,118000.0,106000.0,
Depreciation,178000.0,168000.0,172000.0,180000.0,164000.0,
Operating Gains Losses,-1645000.0,-272000.0,-2069000.0,5427000.0,2349000.0,
Gain Loss On Investment Securities,-17000.0,-398000.0,-196000.0,101000.0,-416000.0,
Net Foreign Currency Exchange Gain Loss,-1628000.0,126000.0,-1873000.0,5326000.0,2765000.0,
Net Income From Continuing Operations,-6719000.0,-7351000.0,-7024000.0,-14616000.0,-12887000.0,
