,2024-12-31,2024-09-30
Free Cash Flow,-4022000.0,-3703000.0
Repurchase Of Capital Stock,,0.0
Repayment Of Debt,0.0,0.0
Capital Expenditure,,-5000.0
Interest Paid Supplemental Data,1150000.0,833000.0
End Cash Position,14019000.0,12595000.0
Beginning Cash Position,12595000.0,13327000.0
Effect Of Exchange Rate Changes,234000.0,-11000.0
Changes In Cash,1190000.0,-721000.0
Financing Cash Flow,-225000.0,0.0
Cash From Discontinued Financing Activities,0.0,0.0
Cash Flow From Continuing Financing Activities,-225000.0,0.0
Proceeds From Stock Option Exercised,0.0,0.0
Net Common Stock Issuance,,0.0
Common Stock Payments,,0.0
Net Issuance Payments Of Debt,0.0,0.0
Net Long Term Debt Issuance,0.0,0.0
Long Term Debt Payments,0.0,0.0
Investing Cash Flow,5473000.0,2977000.0
Cash From Discontinued Investing Activities,0.0,23000.0
Cash Flow From Continuing Investing Activities,5473000.0,2954000.0
Net Investment Purchase And Sale,0.0,0.0
Sale Of Investment,0.0,0.0
Purchase Of Investment,0.0,0.0
Net Business Purchase And Sale,5437000.0,2959000.0
Sale Of Business,5437000.0,2959000.0
Net PPE Purchase And Sale,36000.0,-5000.0
Purchase Of PPE,36000.0,-5000.0
Operating Cash Flow,-4058000.0,-3698000.0
Cash From Discontinued Operating Activities,-2783000.0,-942000.0
Cash Flow From Continuing Operating Activities,-1275000.0,-2756000.0
Change In Working Capital,2141000.0,-240000.0
Change In Other Current Liabilities,-234000.0,-228000.0
Change In Payables And Accrued Expense,761000.0,39000.0
Change In Accrued Expense,1196000.0,11000.0
Change In Payable,-435000.0,28000.0
Change In Account Payable,-435000.0,28000.0
Change In Prepaid Assets,-238000.0,104000.0
Change In Inventory,2401000.0,1022000.0
Change In Receivables,-549000.0,-1177000.0
Changes In Account Receivables,-549000.0,-1177000.0
Other Non Cash Items,471000.0,168000.0
Stock Based Compensation,0.0,128000.0
Amortization Of Securities,0.0,0.0
Depreciation Amortization Depletion,250000.0,257000.0
Depreciation And Amortization,250000.0,257000.0
Depreciation,250000.0,257000.0
Operating Gains Losses,-2826000.0,-2261000.0
Gain Loss On Investment Securities,-108000.0,174000.0
Gain Loss On Sale Of Business,-2718000.0,-2435000.0
Net Income From Continuing Operations,-1311000.0,-808000.0
