,2024-09-30
Free Cash Flow,1082430000.0
Repayment Of Debt,0.0
Issuance Of Debt,0.0
Issuance Of Capital Stock,0.0
Capital Expenditure,-596690000.0
End Cash Position,1945010000.0
Beginning Cash Position,3138730000.0
Changes In Cash,-1193720000.0
Financing Cash Flow,-1314870000.0
Interest Paid Cff,-342450000.0
Net Common Stock Issuance,0.0
Common Stock Issuance,0.0
Net Issuance Payments Of Debt,0.0
Net Long Term Debt Issuance,0.0
Long Term Debt Payments,0.0
Long Term Debt Issuance,0.0
Investing Cash Flow,-1557970000.0
Interest Received Cfi,34980000.0
Net Investment Purchase And Sale,-1005560000.0
Sale Of Investment,2832590000.0
Purchase Of Investment,-3838150000.0
Net PPE Purchase And Sale,-587390000.0
Sale Of PPE,9300000.0
Purchase Of PPE,-596690000.0
Operating Cash Flow,1679120000.0
Taxes Refund Paid,-714210000.0
Change In Working Capital,-783430000.0
Change In Other Current Liabilities,103460000.0
Change In Other Current Assets,-580970000.0
Change In Payable,3743600000.0
Change In Inventory,-4247870000.0
Change In Receivables,175890000.0
Other Non Cash Items,291080000.0
Stock Based Compensation,163040000.0
Depreciation And Amortization,1405460000.0
Amortization Cash Flow,6870000.0
Depreciation,1412950000.0
Gain Loss On Investment Securities,-84390000.0
Gain Loss On Sale Of PPE,-7160000.0
Net Income From Continuing Operations,1408730000.0
