,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,40000.0,-26000.0,389000.0,264000.0,-30000.0,
Repayment Of Debt,,,,,,0.0
Capital Expenditure,-28000.0,-46000.0,-6000.0,,,-21000.0
Interest Paid Supplemental Data,3000.0,0.0,0.0,6000.0,0.0,
Income Tax Paid Supplemental Data,0.0,-3000.0,0.0,117000.0,0.0,
End Cash Position,10756000.0,10545000.0,10571000.0,10182000.0,9918000.0,
Beginning Cash Position,10545000.0,10571000.0,10182000.0,9918000.0,9948000.0,
Changes In Cash,211000.0,-26000.0,389000.0,264000.0,-30000.0,
Financing Cash Flow,171000.0,,,,0.0,0.0
Cash Flow From Continuing Financing Activities,171000.0,,,,0.0,0.0
Proceeds From Stock Option Exercised,171000.0,,,,0.0,
Net Issuance Payments Of Debt,,,,,,0.0
Net Long Term Debt Issuance,,,,,,0.0
Long Term Debt Payments,,,,,,0.0
Investing Cash Flow,-28000.0,-46000.0,-6000.0,-13000.0,0.0,
Cash Flow From Continuing Investing Activities,-28000.0,-46000.0,-6000.0,-13000.0,0.0,
Net PPE Purchase And Sale,-28000.0,-46000.0,-6000.0,-13000.0,0.0,
Purchase Of PPE,-28000.0,-46000.0,-6000.0,-13000.0,0.0,
Operating Cash Flow,68000.0,20000.0,395000.0,277000.0,-30000.0,
Cash Flow From Continuing Operating Activities,68000.0,20000.0,395000.0,277000.0,-30000.0,
Change In Working Capital,168000.0,-88000.0,3000.0,187000.0,-61000.0,
Change In Other Working Capital,,0.0,0.0,-118000.0,5000.0,
Change In Other Current Assets,-67000.0,-2000.0,-66000.0,53000.0,-36000.0,
Change In Payables And Accrued Expense,276000.0,-164000.0,280000.0,41000.0,217000.0,
Change In Accrued Expense,256000.0,-37000.0,186000.0,2000.0,115000.0,
Change In Payable,20000.0,-127000.0,94000.0,39000.0,102000.0,
Change In Account Payable,20000.0,-127000.0,94000.0,-19000.0,160000.0,
Change In Tax Payable,0.0,,,,-58000.0,
Change In Income Tax Payable,0.0,,,,-58000.0,
Change In Inventory,-52000.0,32000.0,-60000.0,0.0,-46000.0,
Change In Receivables,11000.0,46000.0,-151000.0,211000.0,-201000.0,
Changes In Account Receivables,11000.0,46000.0,-151000.0,211000.0,-201000.0,
Stock Based Compensation,26000.0,26000.0,89000.0,32000.0,31000.0,
Provisionand Write Offof Assets,,-15000.0,8000.0,,,
Deferred Tax,-31000.0,-27000.0,64000.0,-41000.0,41000.0,
Deferred Income Tax,-31000.0,-27000.0,64000.0,-41000.0,41000.0,
Depreciation Amortization Depletion,21000.0,21000.0,23000.0,22000.0,23000.0,
Depreciation And Amortization,21000.0,21000.0,23000.0,22000.0,23000.0,
Depreciation,21000.0,21000.0,23000.0,22000.0,23000.0,
Operating Gains Losses,,0.0,0.0,,,
Gain Loss On Sale Of PPE,,0.0,0.0,,,
Net Income From Continuing Operations,-116000.0,103000.0,208000.0,59000.0,-64000.0,
