,2026-03-31,2025-12-31,2025-09-30,2025-06-30
Free Cash Flow,-192839.0,-128600.0,-378260.0,0.0
Repayment Of Debt,,0.0,,
Issuance Of Debt,,0.0,81000.0,35000.0
Issuance Of Capital Stock,,0.0,,
End Cash Position,732517.0,900356.0,1029296.0,0.0
Beginning Cash Position,900356.0,1029296.0,0.0,0.0
Changes In Cash,-167839.0,-128940.0,,
Financing Cash Flow,25000.0,-340.0,231407556.0,0.0
Cash Flow From Continuing Financing Activities,25000.0,-340.0,231407556.0,0.0
Net Other Financing Charges,25000.0,-340.0,-554894.0,-35000.0
Net Common Stock Issuance,,0.0,,
Common Stock Issuance,,0.0,,
Net Issuance Payments Of Debt,,0.0,-37550.0,35000.0
Net Short Term Debt Issuance,,0.0,81000.0,35000.0
Short Term Debt Issuance,,0.0,81000.0,35000.0
Net Long Term Debt Issuance,,0.0,,
Long Term Debt Payments,,0.0,,
Investing Cash Flow,,0.0,,
Cash Flow From Continuing Investing Activities,,0.0,,
Net Other Investing Changes,,0.0,,
Operating Cash Flow,-192839.0,-128600.0,-378260.0,0.0
Cash Flow From Continuing Operating Activities,-192839.0,-128600.0,-378260.0,0.0
Change In Working Capital,95730.0,118307.0,-210270.0,19531.0
Change In Payables And Accrued Expense,128865.0,65852.0,8759.0,19531.0
Change In Accrued Expense,,,,19531.0
Change In Prepaid Assets,-33135.0,52455.0,,
Other Non Cash Items,-1961704.0,-2299721.0,-1310862.0,27237.0
Net Income From Continuing Operations,1673135.0,2207514.0,988172.0,-46768.0
