,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,15803000000.0,5882000000.0,25663000000.0,25568000000.0,20299000000.0,,
Repurchase Of Capital Stock,-4627000000.0,-7415000000.0,-5650000000.0,-4546000000.0,-4781000000.0,,
Repayment Of Debt,0.0,-3000000000.0,0.0,0.0,-2250000000.0,,
Issuance Of Debt,,,,0.0,0.0,0.0,0.0
Issuance Of Capital Stock,541000000.0,259000000.0,689000000.0,548000000.0,546000000.0,,
Capital Expenditure,-30876000000.0,-29876000000.0,-19394000000.0,-17079000000.0,-16745000000.0,,
End Cash Position,32105000000.0,24296000000.0,28849000000.0,30242000000.0,28828000000.0,,
Beginning Cash Position,24296000000.0,28849000000.0,30242000000.0,28828000000.0,17482000000.0,,
Effect Of Exchange Rate Changes,-114000000.0,11000000.0,-92000000.0,183000000.0,52000000.0,,
Changes In Cash,7923000000.0,-4564000000.0,-1301000000.0,1231000000.0,11294000000.0,,
Financing Cash Flow,-11351000000.0,-17617000000.0,-11799000000.0,-10844000000.0,-13036000000.0,,
Cash Flow From Continuing Financing Activities,-11351000000.0,-17617000000.0,-11799000000.0,-10844000000.0,-13036000000.0,,
Net Other Financing Charges,-509000000.0,-699000000.0,-669000000.0,-677000000.0,-382000000.0,,
Cash Dividends Paid,-6756000000.0,-6762000000.0,-6169000000.0,-6169000000.0,-6169000000.0,,
Common Stock Dividend Paid,-6756000000.0,-6762000000.0,-6169000000.0,-6169000000.0,-6169000000.0,,
Net Common Stock Issuance,-4086000000.0,-7156000000.0,-4961000000.0,-3998000000.0,-4235000000.0,,
Common Stock Payments,-4627000000.0,-7415000000.0,-5650000000.0,-4546000000.0,-4781000000.0,,
Common Stock Issuance,541000000.0,259000000.0,689000000.0,548000000.0,546000000.0,,
Net Issuance Payments Of Debt,0.0,-3000000000.0,0.0,0.0,-2250000000.0,,
Net Short Term Debt Issuance,0.0,0.0,0.0,0.0,0.0,,
