,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Free Cash Flow,-183405.0,-138837.0,-158795.0,-188472.0,0.0
Repayment Of Debt,,0.0,0.0,,
Issuance Of Capital Stock,,0.0,0.0,,
End Cash Position,886332.0,1069737.0,1208574.0,1367369.0,0.0
Beginning Cash Position,1069737.0,1208574.0,1367369.0,0.0,0.0
Changes In Cash,-183405.0,-138837.0,-158795.0,,
Financing Cash Flow,,0.0,0.0,,
Cash Flow From Continuing Financing Activities,,0.0,0.0,,
Net Other Financing Charges,,0.0,0.0,,
Proceeds From Stock Option Exercised,,0.0,0.0,,
Net Common Stock Issuance,,0.0,0.0,,
Common Stock Issuance,,0.0,0.0,,
Net Issuance Payments Of Debt,,0.0,0.0,,
Net Long Term Debt Issuance,,,0.0,,
Long Term Debt Payments,,,0.0,,
Investing Cash Flow,,0.0,0.0,,
Cash Flow From Continuing Investing Activities,,0.0,0.0,,
Net Other Investing Changes,,0.0,0.0,,
Operating Cash Flow,-183405.0,-138837.0,-158795.0,-188472.0,0.0
Cash Flow From Continuing Operating Activities,-183405.0,-138837.0,-158795.0,-188472.0,0.0
Change In Working Capital,34537.0,-6702.0,-24395.0,-39941.0,9124.0
Change In Payables And Accrued Expense,24906.0,-5335.0,-26399.0,40054.0,9124.0
Change In Accrued Expense,24906.0,-5335.0,-26399.0,40054.0,9124.0
Change In Prepaid Assets,9631.0,-1367.0,2004.0,-79995.0,0.0
Other Non Cash Items,-2158255.0,-2400959.0,-2599509.0,-1143796.0,60895.0
Net Income From Continuing Operations,1940313.0,2268824.0,2465109.0,995265.0,-70019.0
