,2026-03-31,2025-03-31,2024-12-31
Free Cash Flow,29283000.0,9795000.0,1112000.0
Issuance Of Capital Stock,91580000.0,0.0,
Capital Expenditure,-1926000.0,-1015000.0,-1052000.0
Income Tax Paid Supplemental Data,,,208000.0
End Cash Position,107909000.0,51247000.0,35075000.0
Beginning Cash Position,91091000.0,35075000.0,21993000.0
Effect Of Exchange Rate Changes,-77000.0,-4000.0,0.0
Changes In Cash,16895000.0,16176000.0,13082000.0
Financing Cash Flow,37784000.0,3391000.0,23093000.0
Cash Flow From Continuing Financing Activities,37784000.0,3391000.0,23093000.0
Net Other Financing Charges,-54462000.0,2672000.0,23088000.0
Proceeds From Stock Option Exercised,666000.0,719000.0,5000.0
Net Common Stock Issuance,91580000.0,0.0,
Common Stock Issuance,91580000.0,0.0,
Investing Cash Flow,-52098000.0,1975000.0,-12175000.0
Cash Flow From Continuing Investing Activities,-52098000.0,1975000.0,-12175000.0
Net Investment Purchase And Sale,-50172000.0,2990000.0,-11123000.0
Sale Of Investment,27015000.0,25200000.0,35981000.0
Purchase Of Investment,-77187000.0,-22210000.0,-47104000.0
Net Intangibles Purchase And Sale,-1573000.0,-737000.0,-810000.0
Purchase Of Intangibles,-1573000.0,-737000.0,-810000.0
Net PPE Purchase And Sale,-353000.0,-278000.0,-242000.0
Purchase Of PPE,-353000.0,-278000.0,-242000.0
Operating Cash Flow,31209000.0,10810000.0,2164000.0
Cash Flow From Continuing Operating Activities,31209000.0,10810000.0,2164000.0
Change In Working Capital,-268000.0,-13881000.0,-13007000.0
Change In Other Current Liabilities,17882000.0,4616000.0,7215000.0
Change In Other Current Assets,,,-38000.0
Change In Payables And Accrued Expense,24698000.0,16127000.0,7488000.0
Change In Accrued Expense,14746000.0,5949000.0,4823000.0
Change In Payable,9952000.0,10178000.0,2665000.0
Change In Account Payable,9952000.0,10178000.0,2665000.0
Change In Prepaid Assets,12389000.0,-7963000.0,-12317000.0
Change In Receivables,-55237000.0,-26661000.0,-15355000.0
Changes In Account Receivables,-16839000.0,-8927000.0,-15355000.0
Other Non Cash Items,479000.0,541000.0,-410000.0
Stock Based Compensation,192724000.0,9814000.0,897000.0
Deferred Tax,3174000.0,644000.0,3907000.0
Deferred Income Tax,3174000.0,644000.0,3907000.0
Depreciation Amortization Depletion,1603000.0,1564000.0,1318000.0
Depreciation And Amortization,1603000.0,1564000.0,1318000.0
Depreciation,1603000.0,1564000.0,1318000.0
Operating Gains Losses,-112000.0,-119000.0,-89000.0
Net Foreign Currency Exchange Gain Loss,-112000.0,-119000.0,-89000.0
Gain Loss On Sale Of PPE,,,0.0
Net Income From Continuing Operations,-166391000.0,12247000.0,9548000.0
