,2026-03-31,2025-03-31,2024-09-30
Ordinary Shares Number,386646998.0,386423369.0,386261209.0
Share Issued,386646998.0,386423369.0,386261209.0
Net Debt,4824000000.0,7269000000.0,7086000000.0
Total Debt,777492000000.0,668098000000.0,592369000000.0
Tangible Book Value,69345000000.0,93360000000.0,37576000000.0
Invested Capital,87774000000.0,111682000000.0,56011000000.0
Working Capital,196582000000.0,164853000000.0,67204000000.0
Net Tangible Assets,69345000000.0,93360000000.0,37576000000.0
Capital Lease Obligations,759429000000.0,650098000000.0,574369000000.0
Common Stock Equity,69711000000.0,93682000000.0,38011000000.0
Total Capitalization,69711000000.0,93682000000.0,38011000000.0
Total Equity Gross Minority Interest,69874000000.0,93682000000.0,38011000000.0
Minority Interest,163000000.0,0.0,0.0
Stockholders Equity,69711000000.0,93682000000.0,38011000000.0
Other Equity Interest,65845000000.0,1062000000.0,34148000000.0
Retained Earnings,,47667000000.0,
Additional Paid In Capital,,40705000000.0,
Capital Stock,3866000000.0,3864000000.0,3863000000.0
Common Stock,3866000000.0,3864000000.0,3863000000.0
Total Liabilities Net Minority Interest,1290147000000.0,1064753000000.0,934182000000.0
Total Non Current Liabilities Net Minority Interest,907437000000.0,722575000000.0,581491000000.0
Other Non Current Liabilities,521000000.0,253000000.0,837000000.0
Derivative Product Liabilities,,0.0,
Non Current Pension And Other Postretirement Benefit Plans,,368000000.0,
Non Current Accrued Expenses,,0.0,
Non Current Deferred Revenue,,0.0,
Long Term Debt And Capital Lease Obligation,644705000000.0,546683000000.0,449233000000.0
Long Term Capital Lease Obligation,644705000000.0,546683000000.0,449233000000.0
Long Term Provisions,33100000000.0,24079000000.0,22254000000.0
Current Liabilities,382710000000.0,342178000000.0,352691000000.0
Other Current Liabilities,87705000000.0,14364000000.0,79330000000.0
Current Debt And Capital Lease Obligation,132787000000.0,121415000000.0,143136000000.0
Current Capital Lease Obligation,114724000000.0,103415000000.0,125136000000.0
Current Debt,18063000000.0,18000000000.0,18000000000.0
Pensionand Other Post Retirement Benefit Plans Current,,4696000000.0,
Current Provisions,26210000000.0,17468000000.0,10573000000.0
Payables,49948000000.0,48713000000.0,34763000000.0
Other Payable,,6926000000.0,
Dividends Payable,,0.0,
Total Tax Payable,43000000.0,31000000.0,31000000.0
Accounts Payable,49905000000.0,41756000000.0,34732000000.0
Total Assets,1360021000000.0,1158435000000.0,972193000000.0
Total Non Current Assets,780729000000.0,651404000000.0,552298000000.0
Other Non Current Assets,38373000000.0,24169000000.0,19901000000.0
Non Current Prepaid Assets,,61265000000.0,
Non Current Deferred Taxes Assets,0.0,4192000000.0,4192000000.0
Financial Assets,,0.0,
Investmentin Financial Assets,90417000000.0,38960000000.0,76477000000.0
Held To Maturity Securities,,13181000000.0,
Available For Sale Securities,90417000000.0,38958000000.0,76477000000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,2000000.0,
Goodwill And Other Intangible Assets,366000000.0,322000000.0,435000000.0
Other Intangible Assets,366000000.0,322000000.0,435000000.0
Net PPE,631798000000.0,521859000000.0,434062000000.0
Accumulated Depreciation,,-279903000000.0,
Gross PPE,631798000000.0,801762000000.0,434062000000.0
Construction In Progress,387000000.0,4341000000.0,196000000.0
Other Properties,631411000000.0,18341000000.0,433866000000.0
Machinery Furniture Equipment,,765645000000.0,
Buildings And Improvements,,10147000000.0,
Land And Improvements,,3288000000.0,
Properties,,0.0,
Current Assets,579292000000.0,507031000000.0,419895000000.0
Other Current Assets,18070000000.0,18187000000.0,20842000000.0
Hedging Assets Current,,200000000.0,
Restricted Cash,,121243000000.0,
Prepaid Assets,,31121000000.0,
Inventory,9848000000.0,8203000000.0,7079000000.0
Other Inventories,,340000000.0,
Finished Goods,,68000000.0,
Raw Materials,,7795000000.0,
Other Receivables,,5798000000.0,
Accounts Receivable,5996000000.0,7397000000.0,7148000000.0
Allowance For Doubtful Accounts Receivable,,-87000000.0,
Gross Accounts Receivable,,7484000000.0,
Cash Cash Equivalents And Short Term Investments,545378000000.0,333069000000.0,384826000000.0
Other Short Term Investments,532139000000.0,322338000000.0,373912000000.0
Cash And Cash Equivalents,13239000000.0,10731000000.0,10914000000.0
Cash Equivalents,,6029000000.0,
Cash Financial,,4702000000.0,
