,2026-03-31,2025-03-31,2024-09-30
Ordinary Shares Number,2399334970.0,2399334970.0,2399334970.0
Share Issued,2399334970.0,2399334970.0,2399334970.0
Total Debt,46273200000.0,23621900000.0,25719500000.0
Tangible Book Value,601908500000.0,542580600000.0,508953000000.0
Invested Capital,876517000000.0,740876500000.0,711960200000.0
Working Capital,412691500000.0,344302600000.0,288502300000.0
Net Tangible Assets,601908500000.0,542580600000.0,508953000000.0
Capital Lease Obligations,5457100000.0,4925600000.0,4908300000.0
Common Stock Equity,835700900000.0,722180200000.0,691149000000.0
Total Capitalization,836013500000.0,722205400000.0,691162300000.0
Total Equity Gross Minority Interest,838797400000.0,724859500000.0,693796500000.0
Minority Interest,3096500000.0,2679300000.0,2647500000.0
Stockholders Equity,835700900000.0,722180200000.0,691149000000.0
Other Equity Interest,833301600000.0,719780900000.0,688749700000.0
Retained Earnings,,578618400000.0,
Additional Paid In Capital,,11881600000.0,
Capital Stock,2399300000.0,2399300000.0,2399300000.0
Common Stock,2399300000.0,2399300000.0,2399300000.0
Total Liabilities Net Minority Interest,249054800000.0,196146300000.0,187360100000.0
Total Non Current Liabilities Net Minority Interest,22834400000.0,14204200000.0,14807900000.0
Other Non Current Liabilities,3566700000.0,191800000.0,4597500000.0
Non Current Pension And Other Postretirement Benefit Plans,,4534600000.0,
Tradeand Other Payables Non Current,128900000.0,87600000.0,
Non Current Deferred Revenue,,3767400000.0,
Non Current Deferred Taxes Liabilities,3780200000.0,1924400000.0,1887600000.0
Long Term Debt And Capital Lease Obligation,3928900000.0,3582600000.0,3682200000.0
Long Term Capital Lease Obligation,3616300000.0,3557400000.0,3668900000.0
Long Term Debt,312600000.0,25200000.0,13300000.0
Long Term Provisions,5121800000.0,115800000.0,4037700000.0
Current Liabilities,226220400000.0,181942100000.0,172552200000.0
Other Current Liabilities,11875300000.0,10354400000.0,7042100000.0
Current Deferred Taxes Liabilities,,7331800000.0,
Current Debt And Capital Lease Obligation,42344300000.0,20039300000.0,22037300000.0
Current Capital Lease Obligation,1840800000.0,1368200000.0,1239400000.0
Current Debt,40503500000.0,18671100000.0,20797900000.0
Pensionand Other Post Retirement Benefit Plans Current,,7186400000.0,
Current Provisions,59440600000.0,54364900000.0,57143500000.0
Payables,86838400000.0,80397700000.0,63234600000.0
Other Payable,,18405200000.0,
Dividends Payable,,149100000.0,
Total Tax Payable,13500400000.0,7331800000.0,5910100000.0
Accounts Payable,73338000000.0,,
Total Assets,1087852200000.0,921005800000.0,881156600000.0
Total Non Current Assets,448940300000.0,394761100000.0,420102100000.0
Other Non Current Assets,4710000000.0,5401200000.0,4677800000.0
Non Current Prepaid Assets,6451300000.0,7968000000.0,10870700000.0
Non Current Deferred Taxes Assets,40464600000.0,44075500000.0,41735500000.0
Investmentin Financial Assets,38556800000.0,43735300000.0,63351900000.0
Available For Sale Securities,38556800000.0,39480900000.0,63351900000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,4254400000.0,
Long Term Equity Investment,,4487300000.0,4782400000.0
Investmentsin Joint Venturesat Cost,,472900000.0,366200000.0
Investmentsin Associatesat Cost,,4014400000.0,4416200000.0
Goodwill And Other Intangible Assets,233792400000.0,179599600000.0,182196000000.0
Other Intangible Assets,135461600000.0,90205400000.0,94484100000.0
Goodwill,98330800000.0,89394200000.0,87711900000.0
Net PPE,124947600000.0,114867500000.0,112483300000.0
Accumulated Depreciation,,-135747800000.0,
Gross PPE,124947600000.0,250615300000.0,112483300000.0
Construction In Progress,13806500000.0,14508100000.0,11501200000.0
Other Properties,111141100000.0,100359400000.0,100982100000.0
Machinery Furniture Equipment,,155419300000.0,
Buildings And Improvements,,70515200000.0,
Land And Improvements,,10172700000.0,
Properties,,0.0,
Current Assets,638911900000.0,526244700000.0,461054500000.0
Other Current Assets,28647700000.0,733500000.0,23884400000.0
Hedging Assets Current,,652500000.0,
Assets Held For Sale Current,309000000.0,304100000.0,366000000.0
Restricted Cash,,200000000.0,
Prepaid Assets,,28491100000.0,
Inventory,114929300000.0,102433300000.0,99356500000.0
Finished Goods,,45738600000.0,
Work In Process,,20192300000.0,
Raw Materials,,36502400000.0,
Other Receivables,527000000.0,-207300000.0,474000000.0
Accounts Receivable,155096700000.0,130461100000.0,129419900000.0
Allowance For Doubtful Accounts Receivable,,-3262000000.0,
Gross Accounts Receivable,,133723100000.0,
Cash Cash Equivalents And Short Term Investments,339402200000.0,263176400000.0,207553700000.0
Other Short Term Investments,241697100000.0,,
Cash And Cash Equivalents,97705100000.0,102687700000.0,80125400000.0
Cash Equivalents,,69718200000.0,
Cash Financial,,32969500000.0,
