,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,19671587.0,19664565.0,18212032.0,18207842.0,17036021.0,,
Share Issued,19671587.0,19664565.0,18212032.0,18207842.0,17036021.0,,
Total Debt,1178600000.0,1215200000.0,1247800000.0,429800000.0,457600000.0,,
Tangible Book Value,755800000.0,743900000.0,339400000.0,334300000.0,185400000.0,,
Invested Capital,1953800000.0,1978800000.0,1610900000.0,788900000.0,671500000.0,,
Working Capital,1894100000.0,1940800000.0,1538400000.0,768400000.0,644900000.0,,
Net Tangible Assets,755800000.0,743900000.0,339400000.0,334300000.0,185400000.0,,
Capital Lease Obligations,,1500000.0,,,,1400000.0,
Common Stock Equity,775200000.0,765100000.0,363100000.0,359100000.0,213900000.0,,
Total Capitalization,1951300000.0,1939900000.0,1570600000.0,749100000.0,631700000.0,,
Total Equity Gross Minority Interest,775200000.0,765100000.0,363100000.0,359100000.0,213900000.0,,
Stockholders Equity,775200000.0,765100000.0,363100000.0,359100000.0,213900000.0,,
Gains Losses Not Affecting Retained Earnings,-700000.0,-700000.0,-700000.0,-600000.0,-600000.0,,
Other Equity Adjustments,-700000.0,-700000.0,-700000.0,-600000.0,-600000.0,,
Retained Earnings,11500000.0,1500000.0,-16300000.0,-20200000.0,-49100000.0,,
Additional Paid In Capital,762400000.0,762300000.0,378300000.0,378100000.0,261900000.0,,
Capital Stock,2000000.0,2000000.0,1800000.0,1800000.0,1700000.0,,
Common Stock,2000000.0,2000000.0,1800000.0,1800000.0,1700000.0,,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,,
Total Liabilities Net Minority Interest,1658000000.0,1680800000.0,1881800000.0,955700000.0,1080000000.0,,
Total Non Current Liabilities Net Minority Interest,1256700000.0,1258000000.0,1255600000.0,473500000.0,502200000.0,,
Other Non Current Liabilities,7300000.0,8000000.0,-25700000.0,8700000.0,8000000.0,,
Employee Benefits,73300000.0,75200000.0,73800000.0,74800000.0,76400000.0,,
Non Current Pension And Other Postretirement Benefit Plans,73300000.0,75200000.0,73800000.0,74800000.0,76400000.0,,
Non Current Deferred Liabilities,,,,,,0.0,0.0
Non Current Deferred Revenue,,,,,,0.0,0.0
Long Term Debt And Capital Lease Obligation,1176100000.0,1174800000.0,1207500000.0,390000000.0,417800000.0,,
Long Term Debt,1176100000.0,1174800000.0,1207500000.0,390000000.0,417800000.0,,
Current Liabilities,401300000.0,422800000.0,626200000.0,482200000.0,577800000.0,,
Other Current Liabilities,170800000.0,192700000.0,238900000.0,127400000.0,203900000.0,,
Current Deferred Liabilities,112800000.0,131100000.0,154800000.0,154800000.0,216500000.0,,
Current Deferred Revenue,112800000.0,131100000.0,154800000.0,154800000.0,216500000.0,,
Current Debt And Capital Lease Obligation,2500000.0,40400000.0,40300000.0,39800000.0,39800000.0,,
Current Capital Lease Obligation,,1500000.0,,,,1400000.0,
Current Debt,2500000.0,38900000.0,40300000.0,39800000.0,39800000.0,,
Other Current Borrowings,2500000.0,38900000.0,40300000.0,39800000.0,39800000.0,,
Pensionand Other Post Retirement Benefit Plans Current,,25800000.0,,,,29400000.0,
Payables And Accrued Expenses,115200000.0,32800000.0,192200000.0,160200000.0,117600000.0,,
Current Accrued Expenses,,4300000.0,,,,2200000.0,
Interest Payable,,1500000.0,,,,1300000.0,
Payables,115200000.0,28500000.0,192200000.0,160200000.0,117600000.0,,
Other Payable,65700000.0,18500000.0,155900000.0,127100000.0,85100000.0,,
Accounts Payable,49500000.0,10000000.0,36300000.0,33100000.0,32500000.0,,
Total Assets,2433200000.0,2445900000.0,2244900000.0,1314800000.0,1293900000.0,,
Total Non Current Assets,137800000.0,82300000.0,80300000.0,64200000.0,71200000.0,,
Other Non Current Assets,6600000.0,7000000.0,7700000.0,8000000.0,7000000.0,,
Non Current Prepaid Assets,32800000.0,2700000.0,2600000.0,2600000.0,2700000.0,,
Non Current Deferred Assets,19500000.0,21900000.0,25800000.0,13900000.0,21800000.0,,
Non Current Deferred Taxes Assets,19500000.0,21900000.0,25800000.0,13900000.0,21800000.0,,
Goodwill And Other Intangible Assets,19400000.0,21200000.0,23700000.0,24800000.0,28500000.0,,
Other Intangible Assets,19400000.0,21200000.0,23700000.0,24800000.0,28500000.0,,
Net PPE,59500000.0,29500000.0,20500000.0,14900000.0,11200000.0,,
Accumulated Depreciation,-7100000.0,-6700000.0,-6300000.0,-5900000.0,-5500000.0,,
Gross PPE,66600000.0,36200000.0,26800000.0,20800000.0,16700000.0,,
Construction In Progress,,21600000.0,,,,2900000.0,
Other Properties,,,,,,1800000.0,
Machinery Furniture Equipment,,6600000.0,,,,5000000.0,
Buildings And Improvements,,6800000.0,,,,5600000.0,
Land And Improvements,,1200000.0,,,,1200000.0,
Current Assets,2295400000.0,2363600000.0,2164600000.0,1250600000.0,1222700000.0,,
Other Current Assets,12400000.0,11900000.0,8100000.0,18100000.0,37500000.0,,
Current Deferred Assets,37000000.0,40900000.0,47700000.0,47700000.0,63900000.0,,
Inventory,336000000.0,322900000.0,416300000.0,320500000.0,429600000.0,,
Other Inventories,30100000.0,21100000.0,22100000.0,17100000.0,17800000.0,,
Raw Materials,305900000.0,301800000.0,394200000.0,303400000.0,411800000.0,,
Receivables,41800000.0,30700000.0,60700000.0,31300000.0,38700000.0,,
Other Receivables,19100000.0,10800000.0,16600000.0,9900000.0,9000000.0,,
Accounts Receivable,22700000.0,19900000.0,44100000.0,21400000.0,29700000.0,,
Cash Cash Equivalents And Short Term Investments,1868200000.0,1957200000.0,1631800000.0,833000000.0,653000000.0,,
Cash And Cash Equivalents,1868200000.0,1957200000.0,1631800000.0,833000000.0,653000000.0,,
