,2026-04-30,2026-01-31,2025-10-31,2025-07-31,2025-04-30,2025-01-31,2024-10-31
Ordinary Shares Number,24220525225.0,24304000000.0,24305000000.0,24347000000.0,24387557065.0,,
Share Issued,24220525225.0,24304000000.0,24305000000.0,24347000000.0,24387557065.0,,
Total Debt,12348000000.0,11040000000.0,10481000000.0,10598000000.0,10285000000.0,,
Tangible Book Value,171460000000.0,133155000000.0,111700000000.0,93621000000.0,77576000000.0,,
Invested Capital,203944000000.0,165761000000.0,127364000000.0,108597000000.0,92307000000.0,,
Working Capital,107111000000.0,93442000000.0,90417000000.0,77962000000.0,63393000000.0,,
Net Tangible Assets,171460000000.0,133155000000.0,111700000000.0,93621000000.0,77576000000.0,,
Capital Lease Obligations,3878000000.0,2572000000.0,2014000000.0,2132000000.0,1821000000.0,,
Common Stock Equity,195474000000.0,157293000000.0,118897000000.0,100131000000.0,83843000000.0,,
Total Capitalization,202944000000.0,164762000000.0,126365000000.0,108597000000.0,92307000000.0,,
Total Equity Gross Minority Interest,195474000000.0,157293000000.0,118897000000.0,100131000000.0,83843000000.0,,
Stockholders Equity,195474000000.0,157293000000.0,118897000000.0,100131000000.0,83843000000.0,,
Gains Losses Not Affecting Retained Earnings,137000000.0,178000000.0,339000000.0,170000000.0,186000000.0,,
Other Equity Adjustments,137000000.0,178000000.0,339000000.0,170000000.0,186000000.0,,
Retained Earnings,185038000000.0,146973000000.0,107908000000.0,88737000000.0,72158000000.0,,
Additional Paid In Capital,10275000000.0,10118000000.0,10626000000.0,11200000000.0,11475000000.0,,
Capital Stock,24000000.0,24000000.0,24000000.0,24000000.0,24000000.0,,
Common Stock,24000000.0,24000000.0,24000000.0,24000000.0,24000000.0,,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,,
Total Liabilities Net Minority Interest,64000000000.0,49510000000.0,42251000000.0,40609000000.0,41411000000.0,,
Total Non Current Liabilities Net Minority Interest,20116000000.0,17347000000.0,16176000000.0,16352000000.0,14869000000.0,,
Other Non Current Liabilities,737000000.0,381000000.0,376000000.0,243000000.0,177000000.0,,
Tradeand Other Payables Non Current,4830000000.0,3958000000.0,3532000000.0,3406000000.0,2621000000.0,,
Non Current Deferred Liabilities,3201000000.0,2967000000.0,2786000000.0,2406000000.0,2086000000.0,,
Non Current Deferred Revenue,1403000000.0,1193000000.0,1165000000.0,1055000000.0,1004000000.0,,
Non Current Deferred Taxes Liabilities,1798000000.0,1774000000.0,1621000000.0,1351000000.0,1082000000.0,,
Long Term Debt And Capital Lease Obligation,11348000000.0,10041000000.0,9482000000.0,10297000000.0,9985000000.0,,
