,2026-03-31,2025-03-31,2024-09-30
Ordinary Shares Number,169406034.0,169406034.0,169406034.0
Share Issued,169406034.0,169406034.0,169406034.0
Total Debt,332722000.0,99512000.0,147900000.0
Tangible Book Value,22608569000.0,19379790000.0,16543500000.0
Invested Capital,22674132000.0,19513107000.0,16726900000.0
Working Capital,18279608000.0,15047262000.0,12011600000.0
Net Tangible Assets,22608569000.0,19379790000.0,16543500000.0
Capital Lease Obligations,332722000.0,99512000.0,147900000.0
Common Stock Equity,22674132000.0,19513107000.0,16726900000.0
Total Capitalization,22674132000.0,19513107000.0,16726900000.0
Total Equity Gross Minority Interest,22674132000.0,19513107000.0,16726900000.0
Stockholders Equity,22674132000.0,19513107000.0,16726900000.0
Other Equity Interest,-157078000.0,-148755000.0,15032800000.0
Retained Earnings,13831087000.0,10586316000.0,
Additional Paid In Capital,26200000.0,26200000.0,
Capital Stock,1694060000.0,1694060000.0,1694100000.0
Common Stock,1694060000.0,1694060000.0,1694100000.0
Total Liabilities Net Minority Interest,20564532000.0,21567548000.0,20733000000.0
Total Non Current Liabilities Net Minority Interest,2773499000.0,2516002000.0,2601100000.0
Other Non Current Liabilities,39000.0,,
Non Current Pension And Other Postretirement Benefit Plans,1187576000.0,1077930000.0,
Long Term Debt And Capital Lease Obligation,172732000.0,24920000.0,41800000.0
Long Term Capital Lease Obligation,172732000.0,24920000.0,41800000.0
Long Term Provisions,1413152000.0,1413152000.0,2559100000.0
Current Liabilities,17791033000.0,19051546000.0,18131900000.0
Other Current Liabilities,829000.0,715000.0,588300000.0
Current Debt And Capital Lease Obligation,159990000.0,74592000.0,106100000.0
Current Capital Lease Obligation,159990000.0,74592000.0,106100000.0
Pensionand Other Post Retirement Benefit Plans Current,97638000.0,100232000.0,
Current Provisions,4093848000.0,4063857000.0,3986100000.0
Payables,12845152000.0,14733043000.0,11695500000.0
Other Payable,1432443000.0,2179508000.0,
Dividends Payable,250543000.0,225876000.0,
Total Tax Payable,5459952000.0,5245173000.0,5390900000.0
Accounts Payable,5702214000.0,7082486000.0,6304600000.0
Total Assets,43238664000.0,41080655000.0,37459900000.0
Total Non Current Assets,7168023000.0,6981847000.0,7316400000.0
Other Non Current Assets,2362000.0,4280000.0,561800000.0
Defined Pension Benefit,,0.0,
Non Current Prepaid Assets,853548000.0,604813000.0,
Non Current Deferred Taxes Assets,1338460000.0,1408661000.0,1502500000.0
Investmentin Financial Assets,265000.0,265000.0,110000000.0
Available For Sale Securities,265000.0,265000.0,110000000.0
Investment Properties,6556000.0,7833000.0,8500000.0
Goodwill And Other Intangible Assets,65563000.0,133317000.0,183400000.0
Other Intangible Assets,65563000.0,133317000.0,
Net PPE,3064444000.0,2838587000.0,2976400000.0
Accumulated Depreciation,-3199235000.0,-2956177000.0,
Gross PPE,6263679000.0,5794764000.0,2976400000.0
Construction In Progress,329257000.0,143199000.0,209100000.0
Other Properties,2735100000.0,2695400000.0,2767300000.0
Machinery Furniture Equipment,4440092000.0,4400906000.0,
Buildings And Improvements,1457327000.0,1213656000.0,
Land And Improvements,37003000.0,37003000.0,
Properties,0.0,0.0,
Current Assets,36070641000.0,34098808000.0,30143500000.0
Other Current Assets,2103000.0,2294000.0,379800000.0
Restricted Cash,266073000.0,261592000.0,
Prepaid Assets,555080000.0,428227000.0,
Inventory,4575544000.0,4817368000.0,5176200000.0
Finished Goods,3618911000.0,3669680000.0,
Work In Process,15588000.0,9420000.0,
Raw Materials,941045000.0,1138268000.0,
Other Receivables,377300000.0,682800000.0,
Accounts Receivable,2731119000.0,2925491000.0,2683600000.0
Allowance For Doubtful Accounts Receivable,-177164000.0,-158307000.0,
Gross Accounts Receivable,2908283000.0,3083798000.0,
Cash Cash Equivalents And Short Term Investments,27563422000.0,24981036000.0,21903900000.0
Other Short Term Investments,16542916000.0,19592559000.0,21411300000.0
Cash And Cash Equivalents,11020506000.0,5388477000.0,492600000.0
Cash Equivalents,9970000000.0,4350000000.0,
Cash Financial,1050506000.0,1038477000.0,
