,2026-03-31,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,10622000.0,9660.0,10290.0
Tax Rate For Calcs,0.4,0.21,0.21
Normalized EBITDA,-116291000.0,-10600000.0,-11343000.0
Total Unusual Items,26555000.0,46000.0,49000.0
Total Unusual Items Excluding Goodwill,26555000.0,46000.0,49000.0
Net Income From Continuing Operation Net Minority Interest,-90419000.0,-12733000.0,-13427000.0
Reconciled Depreciation,626000.0,564000.0,572000.0
Reconciled Cost Of Revenue,1640000.0,714000.0,1810000.0
EBITDA,-89736000.0,-10554000.0,-11294000.0
EBIT,-90362000.0,-11118000.0,-11866000.0
Net Interest Income,508000.0,-1313000.0,-765000.0
Interest Expense,9000.0,1614000.0,1223000.0
Interest Income,517000.0,301000.0,458000.0
Normalized Income,-106352000.0,-12769340.0,-13465710.0
Net Income From Continuing And Discontinued Operation,-90419000.0,-12733000.0,-13427000.0
Total Expenses,28014000.0,12272000.0,13174000.0
Total Operating Income As Reported,-27012000.0,-11404000.0,-12312000.0
Diluted Average Shares,72421272.0,70947705.0,
Basic Average Shares,72421272.0,70947705.0,
Diluted EPS,-1.27,-0.18,
Basic EPS,-1.27,-0.18,
Diluted NI Availto Com Stockholders,-91836000.0,-12733000.0,-13427000.0
Net Income Common Stockholders,-91836000.0,-12733000.0,-13427000.0
Preferred Stock Dividends,1417000.0,,
Net Income,-90419000.0,-12733000.0,-13427000.0
Net Income Including Noncontrolling Interests,-90419000.0,-12733000.0,-13427000.0
Net Income Continuous Operations,-90419000.0,-12733000.0,-13427000.0
Tax Provision,48000.0,1000.0,338000.0
Pretax Income,-90371000.0,-12732000.0,-13089000.0
Other Income Expense,-63867000.0,-15000.0,-12000.0
Other Non Operating Income Expenses,-90422000.0,-61000.0,-61000.0
Gain On Sale Of Security,26555000.0,46000.0,49000.0
Net Non Operating Interest Income Expense,508000.0,-1313000.0,-765000.0
Interest Expense Non Operating,9000.0,1614000.0,1223000.0
Interest Income Non Operating,517000.0,301000.0,458000.0
Operating Income,-27012000.0,-11404000.0,-12312000.0
Operating Expense,26374000.0,11558000.0,11364000.0
Other Operating Expenses,-2451000.0,,
Research And Development,14090000.0,6679000.0,6242000.0
Selling General And Administration,14735000.0,4879000.0,5122000.0
Selling And Marketing Expense,643000.0,359000.0,416000.0
General And Administrative Expense,14092000.0,4520000.0,4706000.0
Other Gand A,14092000.0,4520000.0,4706000.0
Gross Profit,-638000.0,154000.0,-948000.0
Cost Of Revenue,1640000.0,714000.0,1810000.0
Total Revenue,1002000.0,868000.0,862000.0
Operating Revenue,1002000.0,868000.0,862000.0
