,2026-03-31,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.0142,0.21,0.000269
Normalized EBITDA,147700.0,-56352.0,1235019.0
Net Income From Continuing Operation Net Minority Interest,145601.0,-77177.0,1226746.0
Reconciled Cost Of Revenue,163960.0,1304195.0,2043911.0
EBITDA,147700.0,-56352.0,1235019.0
EBIT,147700.0,-56352.0,1235019.0
Net Interest Income,28651.0,-16184.0,-7469.0
Interest Expense,0.0,16502.0,7943.0
Interest Income,28651.0,318.0,474.0
Normalized Income,145601.0,-77177.0,1226746.0
Net Income From Continuing And Discontinued Operation,145601.0,-77177.0,1226746.0
Total Expenses,1056077.0,2540278.0,1709848.0
Total Operating Income As Reported,128539.0,-747753.0,480637.0
Diluted Average Shares,24810555.0,21069382.0,
Basic Average Shares,22596196.0,21069382.0,
Diluted EPS,0.01,-0.003663,
Basic EPS,0.01,-0.003663,
Diluted NI Availto Com Stockholders,145601.0,-77177.0,1226746.0
Net Income Common Stockholders,145601.0,-77177.0,1226746.0
Net Income,145601.0,-77177.0,1226746.0
Net Income Including Noncontrolling Interests,145601.0,-77177.0,1226746.0
Net Income Continuous Operations,145601.0,-77177.0,1226746.0
Tax Provision,2099.0,4323.0,330.0
Pretax Income,147700.0,-72854.0,1227076.0
Other Income Expense,-9490.0,691083.0,753908.0
Other Non Operating Income Expenses,-9490.0,691083.0,753908.0
Net Non Operating Interest Income Expense,28651.0,-16184.0,-7469.0
Interest Expense Non Operating,0.0,16502.0,7943.0
Interest Income Non Operating,28651.0,318.0,474.0
Operating Income,128539.0,-747753.0,480637.0
Operating Expense,892117.0,1236083.0,-334063.0
Provision For Doubtful Accounts,,0.0,-1541858.0
Research And Development,22999.0,14559.0,59115.0
Selling General And Administration,869118.0,1221524.0,1148680.0
Selling And Marketing Expense,14332.0,404112.0,498098.0
General And Administrative Expense,854786.0,817412.0,650582.0
Other Gand A,854786.0,817412.0,650582.0
Gross Profit,1020656.0,488330.0,146574.0
Cost Of Revenue,163960.0,1304195.0,2043911.0
Total Revenue,1184616.0,1792525.0,2190485.0
Operating Revenue,1184616.0,1792525.0,2190485.0
